,input,output
861,"['Action', 'Sci-Fi', 'Thriller']",Summary: A thief is caught in a race against time after he wakes up with no memory and has to find an antique coin which might be the root cause.
862,"['Action', 'Adventure', 'Drama']",Summary: A bandit leader kidnaps the wife of the policeman who killed his sister  but later falls in love with her.
863,"['Drama', 'Family', 'Thriller']",Summary: Pinu loses his sister Rimzim's shoes so they both decide to share a pair of shoes until their father has saved enough money to buy a new pair.
864,['Comedy'],Summary: A small-framed postmaster must prove his one-sided love for a wrestler's daughter.
865,"['Action', 'Drama', 'Romance']",Summary: A wounded man searches for his sweetheart in the Mexican desert while on the run from the police  bounty hunters  and others.
866,"['Comedy', 'Crime', 'Drama']",Summary: A video camcorder  a store security camera  and concealed cameras candidly expose lives in three loosely-linked tales.
867,"['Drama', 'Romance']",Summary: Hoping that destiny will re-unite them  a couple  on the verge of getting married  attempt to locate each other.
868,"['Drama', 'Romance', 'Thriller']",Summary: A dual look at a woman's life - when she misses her train; and when she actually catches it.
869,['Drama'],Summary: A wife embarks on a steamy affair with an artist after finding out that her husband is having an affair with his wife.
870,"['Action', 'Drama', 'Thriller']",Summary: Indian Military Intelligence deputes an agent to Kashmir incognito to find out who is behind extremist attacks.
871,"['Comedy', 'Crime', 'Drama']",Summary: A seemingly corrupt petty contractor faces challenges from the local municipality  his family  his employees  as well as a former girlfriend and her family.
872,"['Comedy', 'Drama']",Summary: A reporter casts a fake Bin Laden to act in his video message to America  so he can immigrate there.
873,['Drama'],Summary: Expelled from his school  a 16-year old boy returns home to his abusive and oppressive father.
874,"['Action', 'Crime', 'Drama']",Summary: A smuggler rises to power in in 1970s Mumbai  a younger gangster seeks to overthrow him and a police officer is caught in the middle.
875,"['Horror', 'Thriller']",Summary: An unhappily married pregnant woman suspects her vengeful deceased twin has returned from the dead.
876,"['Comedy', 'Drama']",Summary: An impoverished farmer's threat to end his life invites attention from politicians and media.
877,"['Action', 'Drama', 'Romance']",Summary: Set in grungy Mumbai  an edgy love story of a blindfolded street fighter and a blind dancer and their never-say-die spirit to achieve the impossible.
878,"['Comedy', 'Drama']",Summary: Three harassed female employees fear they have killed their very-much-alive boss and try to dispose off the dead body of an unknown male.
879,['Drama'],Summary: A young man is kidnapped by a local strongman with the intention of forcing him to marry his daughter to secure a family alliance.
880,['Drama'],Summary: A man meets with assorted characters in a nursing home after being diagnosed with cancer.
881,"['Action', 'Crime', 'Drama']",Summary: An injured and amnesiac male who robs to survive in a desert  is rescued with people with an agenda of their own.
882,"['Action', 'Comedy']",Summary: A corrupt police officer faces challenges from his family  gangsters and politicians.
883,"['Comedy', 'Family']",Summary: In order to immortalize his love  a groom decides to create conflict between his and his to-be bride's families.
884,"['Action', 'Drama', 'Thriller']",Summary: An impoverished cook is forced to join a band of Naxalites.
885,['Drama'],Summary: A career-minded woman aborts her first child  then decides to have a baby through a surrogate.
886,"['Comedy', 'Crime', 'Drama']",Summary: A businessman runs into corrupt police officers and gangsters after procuring a bag full of cash
887,"['Comedy', 'Drama', 'Horror']",Summary: Based on the Far Eastern myth of the snake woman who is able to take on human form.
888,"['Action', 'Drama', 'Thriller']",Summary: Corrupt police and racially motivated attacks against Indian students complicate a re-located crook's life in Australia.
889,"['Comedy', 'Drama']",Summary: A middle class family in India tries to buy a new car.
890,"['Action', 'Crime', 'Thriller']",Summary: The Central Bureau of Investigation deputes two officers to investigate the disappearance of three medical students  which they believe to be an incident of 'honour killing' in a small  closed community.
891,"['Adventure', 'Animation', 'Family']",Summary: Lord Rama  son of King Dashrath is sent for exile for 12 years. His wife Sita and brother Laxman accompanies him. But she is deceitfully kidnapped by Ravana  The King of Lanka. Thus a might...                    
892,"['Action', 'Crime', 'Drama']",Summary: Hidden with a mysterious agenda  a sniper holds a businessman hostage in a closed phone booth cell  where he is ordered to obey the tasks of sniper or he will be killed.
893,"['Comedy', 'Drama', 'Romance']","Summary: A suicidal woman's ""final"" call mistakenly connects her to a man who gives her something to live for."
894,['Drama'],Summary: A paralyzed Magician-turned-Radio Jockey files a Petition in Court seeking permission to end his life.
895,"['Action', 'Crime', 'Drama']",Summary: Two impoverished youth take to crime  are held in a juvenile home  and become gangsters after being discharged.
896,"['Comedy', 'Drama', 'Romance']",Summary: Childhood friends Abhay and Aaliya experience plenty of obstacles in their paths as they find their way in the world and back to each other.
897,"['Action', 'Crime', 'Drama']",Summary: While investigating the assassination of the Chief Minister  a CBI Officer is herself found guilty of this killing.
898,"['Comedy', 'Crime', 'Drama']",Summary: Om Shastri  a recession victim comes to India to sell his ancestors property to clear is debt. On reaching he comes to know that selling the property will make his family homeless in India. Later he is kidnapped by goons thinking a rich NRI.
899,"['Biography', 'Drama', 'History']",Summary: A spiritual film based on Sai Baba of Shirdi. It's based on his biography.
900,"['Drama', 'Horror', 'Romance']",Summary: A spate of unexpected events jolted Rahul as soon as he landed from U.S. Now  Rahul finds himself trapped in his own flat  completely cut off from the world. The only companion he has is a ghost  a ghost that will not let go of him.
901,"['Action', 'Comedy', 'Crime']",Summary: Bank robbers  diamond thieves  the homicide of a minister  a hyper wife are just some of the challenges faced by a bumbling senior police officer.
902,"['Comedy', 'Drama', 'Romance']","Summary: Shruti and Bittoo become partners in their very own ""Wedding planning ka bijness"" in Delhi and in the process discover friendship  love and one another."
903,"['Action', 'Drama', 'Horror']",Summary: Passengers on a stranded bus in a desert are attacked by a vengeful winged witch.
904,"['Comedy', 'Drama', 'Fantasy']",Summary: A story-writer attempts to convince a producer to accept four erotic stories from the Panchtantra.
905,"['Comedy', 'Crime']",Summary: Posing as a movie producer  a conman attempts to trick an entire village into helping him rob a treasure-laden train.
906,"['Comedy', 'Drama', 'Romance']",Summary: Just out of school  a conservatively raised girl experiences changes after moving to a big city.
907,"['Action', 'Adventure', 'Animation']",Summary: A reel-life costumed actor is abducted and asked to be a real hero by Toon characters.
908,"['Crime', 'Drama', 'Thriller']",Summary: An abused boy who sells coffee on a bicycle gets involved in a robbery.
909,"['Action', 'Adventure', 'Drama']",Summary: While playing a video game on TV  school-children are mysteriously transported to a prehistoric island.
910,"['Comedy', 'Drama', 'Romance']",Summary: Jay doesn't believe in love Stories  and Simran  is a girl who's in love with the idea of Love itself.
911,"['Comedy', 'Drama', 'Romance']",Summary: A man marries so he can inherit his father's wealth.
912,"['Comedy', 'Drama', 'Musical']",Summary: After numerous attempts at suicide fail  a couple decide to live it up and then kill themselves on New Year's Day.
913,"['Drama', 'Romance']",Summary: Two men fall in love but struggle to be in a relationship openly in society.
