,input,output
970,"['Drama', 'Music']","title: London Dreams
Story: Bhatinda-based school-going Arjun wants to follow in his much-maligned grand-father's footsteps and attain fame at the Wembley Stadium much to the chagrin of his father. After the latter's passing  he re-locates to live in Britain with his paternal uncle  and when admonished about his career  runs away. Years later Arjun will attempt to gain fame along with two associates  Zoheb and Wasim  and his sweetheart  Priya. He returns to Bhatinda and asks his childhood slacker and trouble-maker friend  Manjeet Khosla  to also join his band - a decision that will not only cost him his popularity  his career and dreams  but also his love.
Suitable Actors: Salman Khan|Ajay Devgn|Asin|Varun Sharma|Om Puri|Aditya Roy Kapoor|Paul Gregory|Manoj Pahwa|Alyona Khmara|Chris Wilson|Lee Nicholas Harris|Brinda Parekh|Goldy Notay|Rannvijay Singh|"
971,['Drama'],"title: Jail
Story: Shortly after getting promoted as Regional Manager of Max Finance  Parag Dixit gets arrested in Bandra for Firing at Police  and Possession of Narcotics. His associate  Keshav  is grievously injured  and is hospitalized in a coma-like condition. Parag's widowed mother  Alka  and Air Hostess girlfriend  Manasi Pandit  retain Advocate Harish Bhatiya to represent him at a preliminary bail hearing  but the Judge denies bail. Housed in an overcrowded barrack  with barely room to move  Parag meets with a variety of people - both convicted and awaiting trial - including Abdul Ghani  Kabir Malik  Galib Suratwala  Nawab  Bababhai  etc. Parag again appears in Court e after a charge-sheet is filed  but again  due to the seriousness of the offenses  fear of tampering with evidence and witnesses  he is denied bail. Several months later  Keshav is now deceased - and Parag  embittered by abuse  loss of faith in an overburdened system - with overwhelming evidence against him - faces trial as the only...
Suitable Actors: Manoj Bajpayee|Neil Nitin Mukesh|Atul Kulkarni|Mugdha Godse|Arya Babbar|Rahul Singh|Nassar Abdulla|Navni Parihar|Mukesh Tyagi|Mahendra Shrivas|G.K. Desai|Kaveri Jha|Sandeep Mehta|Chetan Pandit|"
972,"['Drama', 'Romance']","title: Tum Mile
Story: On a flight to Mumbai  Akshay meets with his wealthy ex-girlfriend  Sanjana  who is in the company of another male  Rajeev. He  a struggling artist  recalls how he met her in Cape Town and their moving in together. Differences crop up  and get worse  when he does not meet with her busy dad  leading to their taking different paths. After the plane lands they head out to their respective destinations - little knowing the danger that awaits them after the city experiences life-threatening heavy rains and floods.
Suitable Actors: Emraan Hashmi|Soha Ali Khan|Mantra|Prerna Chawla|Akshat R Saluja|"
973,"['Action', 'Crime', 'Drama']","title: Kurbaan
Story: Delhi University's Professor Avantika Ahuja meets fellow professor Ehsan Khan in typical Bollywood filmy style  and both fall in love with each other. Her father  who had preferred that she marry a Hindu  reluctantly permits them to get married. They do so  and subsequently re-locate to live in the United States. They buy a house  settle in  and are welcomed by their neighbors  Hamid and Anjum. A few days later Avantika's world will be turned upside down when she finds out that their neighbors are terrorists who want to avenge the deaths of innocent Iraqi and Afghani civilians massacred by British and American forces  and that her husband is not who he claims to be.
Suitable Actors: Lewis Tan|Kareena Kapoor|Saif Ali Khan|Om Puri|Vivek Oberoi|Dia Mirza|Kulbhushan Kharbanda|Shishir Sharma|Nauheed Cyrusi|Kiron Kher|Damien Colletti|Brian Matthews|Robert Miller|Rosa Leger|"
974,"['Comedy', 'Crime']","title: De Dana Dan
Story: Singapore-based Nitin Bankar's education was paid for by his employer  Kuljeet Kaur  and he  after the passing of his father  works as an unpaid maid-chauffeur for her until such time he pays off whatever she had spent. He is in love with gorgeous Anjali Kakkad but her father refuses to give his consent for this alliance. Desperate to get out of this situation  Nitin attempts suicide  albeit in vain  and then cooks up a scheme to abduct Kuljeet's pet  Mulchand  demand a hefty ransom  and then marry Anjali. He seeks assistance from his equally deadbeat-courier deliveryman  Ram Mishra  who wants to wed tall and pretty Manpreet Oberoi  and both book a room in Pan Pacific Hotel. However  Murphy's Law and a host of assorted characters get involved - resulting in hilarious and uncontrollable chaos.
Suitable Actors: Akshay Kumar|Sunil Shetty|Katrina Kaif|Sameera Reddy|Paresh Rawal|Manoj Joshi|Johnny Lever|Rajpal Yadav|Tinnu Anand|Aditi Govitrikar|Vikram Gokhale|Supriya Karnik|Asrani|Neha Dhupia|"
975,"['Comedy', 'Drama']","title: Paa
Story: Auro (Amitabh Bachchan) is an intelligent and witty 13-year-old boy with an extremely rare genetic defect that causes accelerated aging. He suffers from a progeria-like syndrome. Mentally he is 13  very normal  but physically he looks five times older. In spite of his condition  Auro is a very happy boy. He lives with his mother Vidya (Vidya Balan) who is a gynecologist. Amol Arte (Abhishek Bachchan) is young  progressive and a full-of-ideals politician. He is out to prove to the world that 'politics' is not a bad word. He is a man with a mission. Auro is Amol's son.
Suitable Actors: Amitabh Bachchan|Abhishek Bachchan|Vidya Balan|Paresh Rawal|Arundathi Nag|"
976,"['Comedy', 'Drama']","title: Rocket Singh: Salesman of the Year
Story: Harpreet Singh Bedi (Ranbir Kapoor) has just graduated and decides to five into the world of sales for an adventurous career. But soon his idea of success begins to clash. It's the story of a fresh graduate trying to find a balance between the maddening demands of the 'professional' way  and the way of his heart - and stumbling upon a crazy way which turned his world upside down and his career right side up.
Suitable Actors: Ranbir Kapoor|Prem Chopra|Mukesh Bhatt|D. Santosh|Naveen Kaushik|Gauhar Khan|Manish Chaudhary|Shazahn Padamsee|"
977,"['Comedy', 'Drama']","title: Raat Gayi Baat Gayi?
Story: Mumbai-based Rahul Kapoor  his wife  Mitali  and daughter  Komal  attend a party at the residence of their friends  Jolly and Jaswinder Saxena. Also present is Rahul's friend  Amit  and his rather upset wife  Nandini. This is where Rahul will indulge in quite a few alcoholic drinks  then meet and be attracted to a gorgeous young woman whose name maybe Sophia. The next day he wakes up with a hangover  unable to re-locate what happened the night before. Fearing that he might have been more than indiscreet  he discusses this in detail with Amit and Jaswinder - and slowly realizes that they were not the only ones who were aware that he was with Sophia - amongst the others who maybe aware could be his wife. More shocks and surprises await him when he decides to delve deeper and goes to meet with Sophia.
Suitable Actors: Aamir Bashir|Anil Chaudhary|Makrand Deshpande|Neha Dhupia|Masoom Gandhi|Iravati Harshe|Brijendra Kala|Rajat Kapoor|Shikha Markana|Anu Menon|Sudhir Mishra|Tarini Mishra|Navneet Nishan|Vinay Pathak|"
978,"['Crime', 'Drama', 'Thriller']","title: Accident on Hill Road
Story: A thriller that takes it's premise from the real life incident of a woman who hit a man  then drove home  and parked the car in the garage with the man wedged halfway through her wind shield. what happens next makes the rest of the thrilling story.
Suitable Actors: Farooq Shaikh|Celina Jaitly|Abhimanyu Singh|Rukhsar Rehman|Shammi|Shubha Khote|Dadhi Raj|Priya Ahuja|Manmeet Singh|"
979,"['Action', 'Comedy']","title: Chandni Chowk to China
Story: Based in Delhi's Chandni Chowk  orphaned Sidhu is adopted by the owner of Bajrang Bali Parathas  known simply as Dada. Years later Sidhu has grown up and is an expert at slicing vegetables. When his Chinese friend and Philosopher  Chopstick  cons him into believing that he is the reincarnation of Liu Sheung  a slain Chinese revolutionary  Sidhu takes it upon himself to travel to the Zhange district where he will be forced to confront a deadly female assassin by the name of Suzy; be befriended by a semi-crazed beggar; and must face humiliation and possible death at the hands of the virtually indestructible Hojo.
Suitable Actors: Mithun Chakraborty|Akshay Kumar|Deepika Padukone|Ranvir Shorey|Roger Yuan|Chia-Hui Liu|Tang Tang Fei|Conan Stevens|Kevin Wu|Chang En Lu|Jun Li|Jek|Gauravv K. Chawla|Ina Vohra|"
980,"['Comedy', 'Drama', 'Romance']","title: Dostana
Story: After the passing of her parents  Neha Melwani lives in Miami with her aunt. She rents out a room in her apartment to two seemingly gay Indian men  Kunal Chauhan and Sameer Acharya  a photographer and nurser respectively. She introduces them to her departing gay boss  Murli  and falls in love with her new boss  Abhimanyu Singh. She will soon realize that she has two rivals for her new love - none other than Kunal and Sameer.
Suitable Actors: Abhishek Bachchan|John Abraham|Priyanka Chopra|Kiron Kher|Bobby Deol|Boman Irani|Sushmita Mukherjee|Eduardo M. Freyre|"
981,"['Action', 'Crime', 'Drama']","title: Race
Story: Ranvir and Rajiv are half brothers who own a huge stud farm in South Africa. Ranvir is a very shrewd and aggressive man while Rajiv is laid back  and a chronic alcoholic. Sophia  Ranvir's personal secretary adores and loves him. Ranvir is unaware of her feelings. Shaina  an Indian ramp model in Durban loves Ranvir but through a twist of fate gets married to his younger brother Rajiv. When she discovers that Rajiv is a chronic alcoholic  her world is shattered. Ranvir too is disturbed as he has sacrificed his love for his younger brother because Rajiv had promised to leave alcohol for good if he marries Shaina. In a weak moment Ranvir and Shaina come very close to each other. When Rajiv starts suspecting  all hell breaks loose. A murder is committed  a contract killing is issued. A sharp tongued detective R.D.  getting wise on the proceedings  starts an intriguing investigation with his brainless bimbo assistant Mini.
Suitable Actors: Saif Ali Khan|Akshaye Khanna|Bipasha Basu|Katrina Kaif|Anil Kapoor|Sameera Reddy|"
982,"['Comedy', 'Drama', 'Music']","title: Rab Ne Bana Di Jodi
Story: Have you ever stopped to think if the most ordinary  uninteresting  unobtrusive man you might see on the road or around you might have a love story to tell? Maybe not. How can an ordinary man have a breathtaking  goose flesh igniting  awe inspiring love story of all things to tell? This is what happened to Surinder Sahni (Shahrukh Khan) - a simple  clean hearted  honest man  leading a humdrum life  when he meets his total opposite and finds love in the flamboyant  fun-loving  vivacious - Taani (Anushka Sharma) for whom the whole world is her canvas and she paints her own life with the colours of rainbow all until unforeseen circumstances changes it all and brings them together. What follows is a journey filled with laughter  tears  joy  pain  music  dance and a lot of love. A journey that makes us believe that there is an extraordinary love story in every ordinary jodi (couple).
Suitable Actors: Shah Rukh Khan|Anushka Sharma|Vinay Pathak|M.K. Raina|Manmeet Singh|Kajol|Rani Mukerji|Preity Zinta|Bipasha Basu|Lara Dutta|"
983,"['Action', 'Drama', 'Mystery']","title: Ghajini
Story: Medical student  Sunita  is driven by curiosity to study the case of Sanjay Singhania  who is afflicted with short-term memory loss. She runs into him  befriends him  and finds out that he is out to kill a seemingly benevolent citizen  Ghajini Dharmatma. After warning the latter of the impending danger  she subsequently comes across a number of diaries written by Sanjay and attempts to put together a jigsaw puzzle as to how a successful and wealthy businessman became a crazed recluse  who re-lives his past through tattoos on his body  notes and Polaroid photographs on the wall of his Hiranandani Complex flat  and his sole obsession of carrying out his deadly mission - little knowing that Ghajini and his goons are out to erase every bit of evidence he has gathered and thus ensure that he ends up remembering nothing.
Suitable Actors: Aamir Khan|Asin|Jiah Khan|Tinnu Anand|Pradeep Singh Rawat|"
